Status,Planner,Num Actions,Abstract Planning Time,Sim Time,Run,Goals,Unsolved Goals,Scene
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,155,96.56160497665405,4.3050477504730225,5,get_wash_mug_in_sink_goal,HOLDS character Bowl|-00.40|+00.12|+00.91&HOLDS character Mug|-00.35|+00.12|+01.25&HOLDS character Mug|-00.35|+00.12|+01.25&HOLDS character Mug|-00.35|+00.12|+01.25&HOLDS character Mug|-00.35|+00.12|+01.25&WASHED_SINK Mug|-00.35|+00.12|+01.25 Sink|-01.84|+00.73|+00.34|SinkBasin Faucet|-01.66|+00.81|+00.13,FloorPlan25
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,1,1.023660659790039,0.21114778518676758,6,get_wash_mug_in_sink_goal,WASHED_SINK Mug|+01.45|+01.65|-00.52 Sink|+00.16|+00.82|-01.80|SinkBasin Faucet|-00.07|+00.90|-01.94,FloorPlan8
True,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,2,0.00030541419982910156,0.024229049682617188,6,get_wash_mug_in_sink_goal,,FloorPlan20
True,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,101,87.2923002243042,3.7356302738189697,6,get_wash_mug_in_sink_goal,,FloorPlan25
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,1,0.8713188171386719,0.07588052749633789,7,get_wash_mug_in_sink_goal,WASHED_SINK Mug|+01.45|+01.65|-00.52 Sink|+00.16|+00.82|-01.80|SinkBasin Faucet|-00.07|+00.90|-01.94,FloorPlan8
True,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,2,1.1903626918792725,0.09880995750427246,7,get_wash_mug_in_sink_goal,,FloorPlan20
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,134,103.58482003211975,4.6752307415008545,7,get_wash_mug_in_sink_goal,HOLDS character Lettuce|-01.84|+00.76|+00.27&HOLDS character Lettuce|-01.84|+00.76|+00.27&WASHED_SINK Mug|-00.35|+00.12|+01.25 Sink|-01.84|+00.73|+00.34|SinkBasin Faucet|-01.66|+00.81|+00.13,FloorPlan25
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,1,0.9120042324066162,0.07637763023376465,8,get_wash_mug_in_sink_goal,WASHED_SINK Mug|+01.45|+01.65|-00.52 Sink|+00.16|+00.82|-01.80|SinkBasin Faucet|-00.07|+00.90|-01.94,FloorPlan8
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,141,108.52320981025696,4.3447043895721436,8,get_wash_mug_in_sink_goal,WASHED_SINK Mug|-00.31|+00.75|-02.10 Sink|-00.11|+00.89|-02.01|SinkBasin Faucet|-00.14|+00.90|-02.29,FloorPlan20
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,140,105.44829630851746,3.9022045135498047,8,get_wash_mug_in_sink_goal,WASHED_SINK Mug|-00.35|+00.12|+01.25 Sink|-01.84|+00.73|+00.34|SinkBasin Faucet|-01.66|+00.81|+00.13,FloorPlan25
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,1,1.1536307334899902,0.08531880378723145,9,get_wash_mug_in_sink_goal,WASHED_SINK Mug|+01.45|+01.65|-00.52 Sink|+00.16|+00.82|-01.80|SinkBasin Faucet|-00.07|+00.90|-01.94,FloorPlan8
True,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,2,0.9371817111968994,0.07849860191345215,9,get_wash_mug_in_sink_goal,,FloorPlan20
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,142,109.9251320362091,4.045210361480713,9,get_wash_mug_in_sink_goal,WASHED_SINK Mug|-00.35|+00.12|+01.25 Sink|-01.84|+00.73|+00.34|SinkBasin Faucet|-01.66|+00.81|+00.13,FloorPlan25
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,1,1.1213855743408203,0.07365131378173828,10,get_wash_mug_in_sink_goal,WASHED_SINK Mug|+01.45|+01.65|-00.52 Sink|+00.16|+00.82|-01.80|SinkBasin Faucet|-00.07|+00.90|-01.94,FloorPlan8
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,137,113.9824321269989,5.8178181648254395,10,get_wash_mug_in_sink_goal,WASHED_SINK Mug|-00.31|+00.75|-02.10 Sink|-00.11|+00.89|-02.01|SinkBasin Faucet|-00.14|+00.90|-02.29,FloorPlan20
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,139,98.85657382011414,4.273392915725708,10,get_wash_mug_in_sink_goal,HOLDS character Lettuce|-01.84|+00.76|+00.27&WASHED_SINK Mug|-00.35|+00.12|+01.25 Sink|-01.84|+00.73|+00.34|SinkBasin Faucet|-01.66|+00.81|+00.13,FloorPlan25
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,1,1.6304957866668701,0.20652365684509277,11,get_wash_mug_in_sink_goal,WASHED_SINK Mug|+01.45|+01.65|-00.52 Sink|+00.16|+00.82|-01.80|SinkBasin Faucet|-00.07|+00.90|-01.94,FloorPlan8
True,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,2,0.0003437995910644531,0.02407073974609375,11,get_wash_mug_in_sink_goal,,FloorPlan20
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,140,96.47883129119873,4.147571086883545,11,get_wash_mug_in_sink_goal,HOLDS character Lettuce|-01.84|+00.76|+00.27&WASHED_SINK Mug|-00.35|+00.12|+01.25 Sink|-01.84|+00.73|+00.34|SinkBasin Faucet|-01.66|+00.81|+00.13,FloorPlan25
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,1,1.3317832946777344,0.18529129028320312,12,get_wash_mug_in_sink_goal,WASHED_SINK Mug|+01.45|+01.65|-00.52 Sink|+00.16|+00.82|-01.80|SinkBasin Faucet|-00.07|+00.90|-01.94,FloorPlan8
True,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,2,0.9244728088378906,0.0713648796081543,12,get_wash_mug_in_sink_goal,,FloorPlan20
False,<class 'llm_task_planning.planner.pddl_planner.PDDLPlanner'>,133,104.45044469833374,4.819355726242065,12,get_wash_mug_in_sink_goal,WASHED_SINK Mug|-00.35|+00.12|+01.25 Sink|-01.84|+00.73|+00.34|SinkBasin Faucet|-01.66|+00.81|+00.13,FloorPlan25
